318.09771728515625 257.3376159667969,270.7084045410156 549.242919921875
283.10858154296875 283.438232421875,253.0458984375 523.4234008789062
274.6561279296875 331.2109375,218.86802673339844 515.5221557617188
349.1541442871094 429.16107177734375,145.48048400878906 565.0471801757812
412.38128662109375 266.3402099609375,262.3736877441406 614.7153930664062
133.97727966308594 618.514404296875,170.90103149414062 674.5008544921875
344.9436950683594 447.99432373046875,131.42568969726562 561.5809936523438
364.628662109375 266.6587829589844,263.2015075683594 581.5950317382812
428.83697509765625 410.1741943359375,158.54403686523438 623.236328125
364.28582763671875 205.17286682128906,305.5956726074219 583.4423217773438
311.18890380859375 429.1177673339844,146.25416564941406 537.8109741210938
413.8987731933594 259.6934509277344,243.87603759765625 591.4895629882812
379.0450134277344 302.6747131347656,237.51759338378906 590.338134765625
134.83653259277344 590.1493530273438,575.09619140625 669.096923828125
392.440673828125 386.4525146484375,176.890380859375 597.7034912109375
403.01593017578125 297.6526794433594,240.56619262695312 607.4017944335938
318.6878356933594 478.2693176269531,108.93077087402344 541.3136596679688
172.06524658203125 555.036376953125,48.77387619018555 483.29541015625
189.3425750732422 381.095703125,183.50852966308594 450.41510009765625
574.7677001953125 620.1707763671875,170.90103149414062 674.5008544921875
289.75628662109375 454.7728271484375,126.89352416992188 521.162841796875
344.92724609375 525.3856811523438,71.31623840332031 558.6644287109375
116.89279174804688 621.4310302734375,213.29994201660156 151.4714813232422
184.0897216796875 374.3215026855469,188.5948944091797 446.95086669921875
384.7796630859375 450.09765625,129.18695068359375 590.2150268554688
405.2589111328125 447.95068359375,130.24815368652344 605.4130859375
405.73712158203125 292.41058349609375,244.5110321044922 609.4857177734375
427.70831298828125 322.90594482421875,222.0772705078125 624.1641845703125
329.9043884277344 411.74664306640625,158.9188690185547 551.9892578125
242.65565490722656 390.89849853515625,175.472412109375 489.62353515625
283.67095947265625 484.32452392578125,104.2371597290039 515.1978759765625
335.8359680175781 270.5995788574219,260.98370361328125 561.2291259765625
329.384033203125 482.9587097167969,104.87879943847656 548.9765625
293.7264404296875 297.80267333984375,242.6299591064453 530.53955078125
440.94122314453125 779.62060546875,401.7690734863281 549.4552001953125
419.0168151855469 299.77069091796875,238.1652069091797 618.8635864257812
183.93673706054688 501.89691162109375,91.52104187011719 439.88818359375
198.9161834716797 451.3488464355469,130.32264709472656 453.7015380859375
224.91766357421875 458.95281982421875,124.39108276367188 473.1830139160156
329.6329650878906 505.7445068359375,87.16587829589844 548.0494995117188
392.6148986816406 619.4714965820312,428.39190673828125 572.4667358398438
439.008056640625 298.2845153808594,605.8080444335938 99.6578598022461
407.3982849121094 366.5635070800781,191.2890625 609.2175903320312
434.0 330.49884033203125,218.86802673339844 515.5221557617188
292.1890869140625 258.29388427734375,270.3794860839844 530.922119140625
271.56494140625 331.9203796386719,218.26341247558594 512.9094848632812
309.6142272949219 443.8116455078125,135.17555236816406 535.9016723632812
339.4658508300781 291.77935791015625,245.92694091796875 563.1621704101562
396.5879211425781 289.81396484375,246.26348876953125 603.1738891601562
379.0450134277344 302.6747131347656,237.51759338378906 590.338134765625
285.5106201171875 488.90643310546875,100.73128509521484 516.46875
308.58807373046875 156.43519592285156,213.29994201660156 151.4714813232422
313.46875 156.5198211669922,213.29994201660156 151.4714813232422
283.5439147949219 380.52081298828125,182.31219482421875 520.0121459960938
206.2486114501953 386.25537109375,179.36228942871094 462.82403564453125
275.6781311035156 262.4242248535156,268.0320739746094 519.0907592773438
318.83441162109375 270.4331970214844,261.5030212402344 549.3428955078125
373.18585205078125 421.2911682128906,150.2166290283203 582.7666015625
256.9344787597656 361.0234375,197.3473663330078 501.56573486328125
338.974609375 307.4199523925781,234.94427490234375 562.1973266601562
370.851318359375 333.91015625,215.14825439453125 583.8612060546875
189.3425750732422 381.095703125,183.50852966308594 450.41510009765625
284.468994140625 270.0103759765625,262.5063781738281 525.043701171875
195.82154846191406 405.2552795410156,165.27955627441406 454.12225341796875
388.6417236328125 268.7530517578125,261.1327209472656 598.1637573242188
276.5375671386719 483.9986267089844,104.66537475585938 509.65142822265625
346.6133728027344 508.7615661621094,84.44063568115234 560.2112426757812
328.5741882324219 460.5703430175781,122.05144500732422 548.7962646484375
347.468505859375 400.88616943359375,167.2535400390625 564.9937133789062
296.85504150390625 266.344482421875,264.598388671875 533.9344482421875
284.468994140625 270.0103759765625,262.5063781738281 525.043701171875
239.28076171875 460.19757080078125,123.08479309082031 483.86578369140625
305.0597839355469 493.6125793457031,96.49526977539062 530.8532104492188
377.5779724121094 450.06610107421875,129.23587036132812 585.135986328125
355.8414611816406 413.3004150390625,157.37701416015625 570.6612548828125
296.85504150390625 266.344482421875,264.598388671875 533.9344482421875
320.591552734375 260.4552001953125,243.02664184570312 605.510009765625
435.4754943847656 269.316650390625,259.7586669921875 630.7070922851562
254.9688262939453 526.732421875,71.69998931884766 491.9068908691406
368.58685302734375 382.18316650390625,180.17782592773438 580.951171875
264.0496826171875 450.37054443359375,130.64697265625 502.39068603515625
378.3478698730469 455.2709655761719,125.16671752929688 585.8563232421875
434.0 330.49884033203125,218.86802673339844 515.5221557617188
345.28955078125 296.1923522949219,242.80174255371094 567.0086059570312
218.0289764404297 452.1663818359375,129.74440002441406 468.0975341796875
431.0331726074219 328.0790100097656,245.92694091796875 563.1621704101562
381.765380859375 477.29547119140625,108.30477142333984 587.4216918945312
309.32177734375 270.12127685546875,262.0269775390625 542.634033203125
318.83441162109375 270.4331970214844,261.5030212402344 549.3428955078125
346.48699951171875 495.81060791015625,94.50495910644531 561.1182250976562
365.4759826660156 412.52581787109375,157.8803253173828 577.613037109375
400.65191650390625 333.56201171875,215.03509521484375 604.9707641601562
373.3775634765625 299.6051330566406,239.84007263183594 586.5078735351562
363.93646240234375 465.0984191894531,118.02256774902344 575.2843627929688
398.0487060546875 467.0344543457031,115.95345306396484 599.6866455078125
353.0635681152344 250.14968872070312,274.8481750488281 573.8834228515625
355.99407958984375 327.7594299316406,220.06072998046875 573.6419067382812
440.7091979980469 766.2223510742188,539.1834716796875 737.083251953125
399.7718811035156 304.9974365234375,235.5253448486328 605.1318359375
409.5796203613281 307.1101379394531,233.7934112548828 611.7606201171875
314.8827209472656 331.0154113769531,242.80174255371094 567.0086059570312
320.591552734375 260.4552001953125,243.02664184570312 605.510009765625
420.5571594238281 265.79559326171875,262.52691650390625 620.4116821289062
346.7939453125 574.0165405273438,288.46759033203125 153.9642791748047
271.56494140625 331.9203796386719,218.26341247558594 512.9094848632812
276.2411193847656 383.01971435546875,181.43943786621094 513.723388671875
346.5245666503906 334.3836975097656,264.598388671875 533.9344482421875
426.891845703125 269.1776428222656,259.9131164550781 624.7523803710938
349.4458923339844 336.5358581542969,262.1090393066406 536.7843017578125
394.805419921875 415.2041931152344,154.82569885253906 598.798095703125
240.01499938964844 447.8912658691406,132.8800811767578 484.7984313964844
159.02163696289062 161.11825561523438,48.77387619018555 483.29541015625
409.2044372558594 331.01190185546875,216.74058532714844 610.8968505859375
322.52593994140625 299.431640625,240.8575439453125 550.8632202148438
382.7147216796875 251.70745849609375,272.8134460449219 594.63916015625
305.08734130859375 308.2821960449219,233.55735778808594 593.8910522460938
283.7312316894531 254.46084594726562,273.43255615234375 525.1219482421875
417.91351318359375 261.55670166015625,265.7360534667969 618.7305297851562
242.1350860595703 497.2229309082031,94.65727233886719 483.9052429199219
417.2938537597656 290.2096862792969,245.5391387939453 617.54248046875
466.6136779785156 225.31350708007812,213.29994201660156 151.4714813232422
431.8065185546875 257.7748718261719,267.70733642578125 628.3890380859375
306.2603759765625 296.42681884765625,243.2128448486328 539.4241333007812
315.2321472167969 455.9984436035156,125.7961196899414 539.5537719726562
311.8131103515625 328.748291015625,245.92694091796875 563.1621704101562
409.2044372558594 331.01190185546875,216.74058532714844 610.8968505859375
239.28076171875 460.19757080078125,123.08479309082031 483.86578369140625
309.2683410644531 250.247802734375,275.6546630859375 543.298828125
372.8851318359375 299.6067810058594,239.84007263183594 586.5078735351562
184.65792846679688 481.0229187011719,107.63151550292969 441.1995544433594
394.805419921875 415.2041931152344,154.82569885253906 598.798095703125
324.630615234375 407.5126037597656,162.15162658691406 548.3187255859375
383.058349609375 487.6510925292969,100.27635192871094 588.027099609375
294.25164794921875 463.1800537109375,121.03871154785156 523.3006591796875
370.65350341796875 404.0589904785156,163.8438720703125 581.4810180664062
213.56723022460938 398.9493103027344,169.7952423095703 467.9121398925781
341.3860168457031 189.0133819580078,317.1535949707031 568.04052734375
362.8388366699219 445.25494384765625,133.40692138671875 574.5240478515625
374.5594482421875 527.5672607421875,68.99826049804688 581.1858520507812
172.06524658203125 555.036376953125,48.77387619018555 483.29541015625
355.99407958984375 327.7594299316406,220.06072998046875 573.6419067382812
387.3097839355469 373.60772705078125,186.062744140625 594.8251953125
366.04547119140625 259.8866882324219,243.87603759765625 591.4895629882812
310.97735595703125 317.491943359375,228.10684204101562 542.2706909179688
415.0052185058594 357.5676574707031,197.59571838378906 615.0367431640625
313.260009765625 260.15087890625,268.70318603515625 545.456298828125
421.625244140625 332.1913757324219,215.55075073242188 619.6668701171875
244.7434844970703 556.4266357421875,48.77387619018555 483.29541015625
190.47540283203125 371.6134948730469,190.46388244628906 451.68939208984375
322.52593994140625 299.431640625,240.8575439453125 550.8632202148438
389.08026123046875 336.0229797363281,213.54771423339844 596.7826538085938
189.0491943359375 375.18597412109375,187.7770233154297 450.54193115234375
234.3852996826172 461.45953369140625,122.32038879394531 479.8046875
283.41876220703125 306.9374694824219,236.1523895263672 522.791015625
214.95578002929688 478.837890625,109.33661651611328 464.6037292480469
381.2449035644531 332.6263122558594,215.4495086669922 591.2769775390625
233.21266174316406 528.7591552734375,70.26573181152344 475.6002502441406
416.5403747558594 270.4729919433594,233.55735778808594 593.8910522460938
520.3704223632812 762.4916381835938,213.29994201660156 151.4714813232422
366.04547119140625 259.8866882324219,243.87603759765625 591.4895629882812
364.628662109375 266.6587829589844,263.2015075683594 581.5950317382812
267.52630615234375 270.334228515625,274.8481750488281 573.8834228515625
336.42230224609375 431.1758728027344,144.43943786621094 556.2339477539062
337.4463806152344 156.46861267089844,213.29994201660156 151.4714813232422
425.1663818359375 595.8286743164062,459.8431701660156 666.286865234375
346.5245666503906 334.3836975097656,264.598388671875 533.9344482421875
331.01983642578125 337.24481201171875,260.98370361328125 561.2291259765625
185.82337951660156 506.1959228515625,88.08340454101562 440.6147155761719
316.0845642089844 402.1759033203125,166.35292053222656 542.3719482421875
185.82337951660156 506.1959228515625,88.08340454101562 440.6147155761719
356.63543701171875 336.9535827636719,261.5030212402344 549.3428955078125
267.52630615234375 270.334228515625,244.7610626220703 632.4503784179688
442.1245422363281 767.297119140625,539.1834716796875 737.083251953125
185.1425018310547 476.5819091796875,111.15629577636719 441.35809326171875
365.6231689453125 334.2748718261719,237.51759338378906 590.338134765625
352.8722839355469 269.9803466796875,234.94427490234375 562.1973266601562
384.2105407714844 308.0375671386719,233.55735778808594 593.8910522460938
432.90618896484375 595.5863037109375,459.8431701660156 666.286865234375
279.212890625 499.2557067871094,92.91458129882812 511.261474609375
422.6031494140625 390.3525695800781,173.1962890625 619.5921630859375
352.8722839355469 269.9803466796875,261.177490234375 573.1783447265625
365.4759826660156 412.52581787109375,157.8803253173828 577.613037109375
373.3775634765625 299.6051330566406,239.84007263183594 586.5078735351562
359.0242004394531 331.52862548828125,217.4229278564453 575.6200561523438
275.6781311035156 262.4242248535156,268.0320739746094 519.0907592773438
234.3852996826172 461.45953369140625,122.32038879394531 479.8046875
271.4949035644531 328.8482360839844,262.1090393066406 536.7843017578125
401.5273742675781 269.8299865722656,260.0657958984375 607.1401977539062
245.45376586914062 373.4017639160156,188.44003295898438 492.5358581542969
281.5711364746094 420.4081726074219,153.072998046875 516.5249633789062
412.38128662109375 266.3402099609375,237.51759338378906 590.338134765625
388.6924743652344 317.52410888671875,226.84690856933594 597.1774291992188
598.3967895507812 452.8157653808594,213.29994201660156 151.4714813232422
400.65191650390625 333.56201171875,215.03509521484375 604.9707641601562
284.9371643066406 406.0898132324219,163.5525360107422 519.2552490234375
362.8865051269531 291.9158630371094,245.50970458984375 579.4873657226562
341.3860168457031 189.0133819580078,317.1535949707031 568.04052734375
416.5403747558594 270.4729919433594,233.55735778808594 593.8910522460938
365.5093994140625 387.51263427734375,176.1327667236328 578.4603881835938
256.6530456542969 454.8248596191406,127.50404357910156 496.6566162109375
15.077909469604492 358.7195739746094,138.3925323486328 673.8301391601562
340.61370849609375 204.3435821533203,306.7939453125 567.0358276367188
198.2310333251953 485.43841552734375,104.12446594238281 451.8987731933594
311.8131103515625 328.748291015625,262.1090393066406 536.7843017578125
389.08026123046875 336.0229797363281,213.54771423339844 596.7826538085938
372.8396911621094 423.1185302734375,150.2166290283203 582.7666015625
408.640869140625 264.27044677734375,263.925537109375 612.2855224609375
378.0632629394531 261.7773742675781,265.66162109375 590.8911743164062
196.20980834960938 419.0256652832031,155.022216796875 453.24835205078125
366.327880859375 499.7422790527344,91.1952133178711 575.43994140625
303.005615234375 527.81884765625,69.58888244628906 527.5042724609375
328.3082580566406 249.97854614257812,275.62969970703125 556.6682739257812
396.6669616699219 285.2901306152344,249.4160919189453 603.2684936523438
427.5054931640625 204.71044921875,305.5956726074219 583.4423217773438
365.6231689453125 334.2748718261719,237.51759338378906 590.338134765625
244.7434844970703 556.4266357421875,48.77387619018555 483.29541015625
358.9302062988281 489.4397888183594,99.18832397460938 570.4075927734375
159.02163696289062 161.11825561523438,48.77387619018555 483.29541015625
184.57839965820312 379.4144287109375,184.7307586669922 446.7035217285156
390.5244445800781 466.4377136230469,116.47772979736328 594.7210693359375
305.08734130859375 308.2821960449219,233.55735778808594 593.8910522460938
374.9144592285156 486.54705810546875,101.07655334472656 582.1001586914062
429.25714111328125 402.6402282714844,163.9022979736328 623.561767578125
334.25244140625 332.4283447265625,216.9052276611328 557.9644165039062
15.524959564208984 305.3443298339844,316.30511474609375 593.774169921875
16.169235229492188 385.4397888183594,548.5734252929688 798.1657104492188
390.697021484375 470.41802978515625,113.47615814208984 594.0588989257812
382.8111572265625 491.3406677246094,97.12437438964844 587.2711791992188
421.625244140625 332.1913757324219,215.55075073242188 619.6668701171875
405.0119934082031 285.3074645996094,249.09812927246094 609.1891479492188
442.3871154785156 451.2846984863281,126.90328216552734 632.117919921875
436.99114990234375 336.08258056640625,262.7674865722656 629.0953979492188
466.3966064453125 167.87380981445312,428.39190673828125 572.4667358398438
176.5231475830078 505.19171142578125,89.36310577392578 433.6951904296875
18.870912551879883 408.1609802246094,213.29994201660156 151.4714813232422
25.52032470703125 382.9261779785156,316.30511474609375 593.774169921875
30.111804962158203 442.87445068359375,590.0988159179688 538.88134765625
182.98158264160156 453.3392028808594,129.0224151611328 441.3480224609375
396.5879211425781 289.81396484375,246.26348876953125 603.1738891601562
176.83750915527344 414.2139892578125,158.9181365966797 439.007080078125
37.79989242553711 456.836669921875,481.43853759765625 119.01200866699219
348.3778991699219 387.3166809082031,177.043212890625 565.189208984375
299.10308837890625 302.7554931640625,262.3736877441406 614.7153930664062
328.3082580566406 249.97854614257812,275.62969970703125 556.6682739257812
399.141845703125 525.2337646484375,71.01921844482422 566.6430053710938
386.5328369140625 492.4022216796875,96.33387756347656 590.9082641601562
413.9604187011719 524.7996215820312,71.31623840332031 558.6644287109375
338.9743347167969 481.3150329589844,105.54668426513672 555.8734130859375
318.83441162109375 270.4331970214844,261.5030212402344 549.3428955078125
38.64859390258789 411.6637878417969,151.17469787597656 335.8198547363281
421.4057922363281 278.9332275390625,253.12124633789062 621.8381958007812
413.9604187011719 524.7996215820312,71.31623840332031 558.6644287109375
405.3556213378906 318.0296630859375,226.02236938476562 609.8502807617188
214.95578002929688 478.837890625,109.33661651611328 464.6037292480469
26.723941802978516 410.24462890625,70.26573181152344 475.6002502441406
464.4364929199219 214.70179748535156,574.2113037109375 568.1377563476562
12.09811782836914 337.05963134765625,388.4171447753906 184.02943420410156
267.3141174316406 794.62060546875,400.24652099609375 758.6842651367188
431.0331726074219 328.0790100097656,262.1090393066406 536.7843017578125
340.61370849609375 204.3435821533203,306.7939453125 567.0358276367188
321.4350891113281 331.0308532714844,264.598388671875 533.9344482421875
422.9105529785156 398.1192626953125,167.43939208984375 618.9273681640625
442.9744873046875 373.88848876953125,184.9628448486328 633.917724609375
111.0840835571289 799.6431274414062,275.2856140136719 760.9369506835938
228.10934448242188 384.36163330078125,180.32496643066406 479.2811279296875
286.6089782714844 377.47564697265625,30.426620483398438 435.1758117675781
262.6322937011719 499.5729064941406,93.2266845703125 499.4981384277344
321.4350891113281 331.0308532714844,264.598388671875 533.9344482421875
260.98504638671875 463.52947998046875,104.12446594238281 451.8987731933594
317.42034912109375 526.839599609375,216.9052276611328 557.9644165039062
7.952269554138184 306.13958740234375,216.01405334472656 181.7060089111328
421.4057922363281 278.9332275390625,253.12124633789062 621.8381958007812
15.463152885437012 381.0651550292969,401.7690734863281 549.4552001953125
28.35216522216797 380.205810546875,565.117919921875 510.719482421875
589.9050903320312 487.1682434082031,481.43853759765625 119.01200866699219
338.9743347167969 481.3150329589844,105.54668426513672 555.8734130859375
263.92535400390625 807.4556274414062,400.0282287597656 769.2940673828125
458.5179138183594 352.5843200683594,302.7384338378906 650.6350708007812
584.1663208007812 444.900390625,155.02438354492188 772.3479614257812
330.6498107910156 328.5914001464844,269.6065673828125 561.47802734375
10.991185188293457 288.39361572265625,70.0483627319336 623.1539916992188
193.01995849609375 457.8370666503906,125.4083480834961 448.5551452636719
275.5887451171875 409.8197326660156,160.93057250976562 512.310791015625
301.4621276855469 258.20367431640625,234.67318725585938 570.9780883789062
377.8472900390625 263.72747802734375,265.66162109375 590.8911743164062
18.685028076171875 380.1456604003906,433.03912353515625 120.85031127929688
379.3193359375 443.1116027832031,134.43995666503906 586.7850952148438
185.42623901367188 427.65228271484375,148.57443237304688 444.560546875
328.1080322265625 270.09820556640625,270.3794860839844 530.922119140625
297.7185363769531 302.1131591796875,262.3736877441406 614.7153930664062
36.4251708984375 445.0337829589844,574.9362182617188 185.298095703125
461.86138916015625 163.1750030517578,48.77387619018555 483.29541015625
441.9065246582031 368.8106384277344,167.43939208984375 618.9273681640625
246.41908264160156 575.908447265625,232.96229553222656 375.57916259765625
186.8035888671875 475.9888000488281,111.4329605102539 442.4623718261719
453.00665283203125 466.872802734375,537.708251953125 736.0679931640625
323.9864501953125 328.6401062011719,261.5030212402344 549.3428955078125
356.63543701171875 336.9535827636719,261.5030212402344 549.3428955078125
252.14208984375 784.5357666015625,385.84515380859375 749.6625366210938
68.8775634765625 772.6836547851562,234.2444610595703 736.473388671875
170.69525146484375 426.6076354980469,70.0483627319336 623.1539916992188
93.16138458251953 795.3612060546875,260.1117248535156 756.8385620117188
167.03004455566406 351.751953125,90.9189224243164 367.1770935058594
318.0173034667969 253.84144592285156,249.4160919189453 603.2684936523438
289.2890319824219 507.19775390625,86.26739501953125 518.1400146484375
423.6502380371094 525.7885131835938,70.26573181152344 475.6002502441406
131.42518615722656 781.9182739257812,286.9007873535156 744.990234375
394.805419921875 415.2041931152344,154.82569885253906 598.798095703125
360.4875183105469 262.793212890625,264.8822021484375 612.1732788085938
413.1832580566406 188.33706665039062,316.04156494140625 611.0884399414062
10.809712409973145 321.90130615234375,321.39166259765625 339.5097961425781
449.1509704589844 418.9415283203125,151.66326904296875 638.0996704101562
433.29791259765625 450.45245361328125,464.4091491699219 346.4854431152344
345.12890625 488.0306701660156,101.10115814208984 560.6253662109375
301.4621276855469 258.20367431640625,234.67318725585938 570.9780883789062
408.640869140625 264.27044677734375,263.925537109375 612.2855224609375
318.0173034667969 253.84144592285156,249.4160919189453 603.2684936523438
405.3556213378906 318.0296630859375,226.02236938476562 609.8502807617188
124.23204803466797 796.54931640625,285.5101318359375 757.22265625
446.2711181640625 458.684814453125,121.15187072753906 635.4117431640625
438.3788757324219 204.38629150390625,316.04156494140625 611.0884399414062
356.63543701171875 336.9535827636719,233.57525634765625 603.3131713867188
202.52769470214844 415.7348327636719,157.49156188964844 458.3319396972656
368.63916015625 270.64990234375,233.55735778808594 593.8910522460938
255.83314514160156 432.4682922363281,105.88455963134766 153.10321044921875
386.16400146484375 328.46356201171875,272.8134460449219 594.63916015625
442.1245422363281 767.297119140625,48.77387619018555 483.29541015625
335.19580078125 266.74932861328125,268.70318603515625 545.456298828125
13.473739624023438 365.8550109863281,548.5734252929688 798.1657104492188
417.91351318359375 261.55670166015625,241.94151306152344 595.4110717773438
273.5769958496094 428.5822448730469,146.61495971679688 510.4381103515625
99.78313446044922 770.1174926757812,258.6351013183594 735.1801147460938
304.1080627441406 332.649658203125,522.92138671875 617.9133911132812
352.85748291015625 331.2191162109375,267.6025695800781 545.8804931640625
352.85748291015625 331.2191162109375,267.6025695800781 545.8804931640625
578.7255249023438 484.35595703125,72.97540283203125 90.1557388305664
461.86138916015625 163.1750030517578,48.77387619018555 483.29541015625
21.372922897338867 405.8768005371094,201.48556518554688 181.73941040039062
9.264945030212402 478.455322265625,408.1869812011719 600.1331176757812
323.9864501953125 328.6401062011719,245.50970458984375 579.4873657226562
357.64794921875 296.32830810546875,264.598388671875 533.9344482421875
419.90521240234375 193.94418334960938,519.58837890625 511.7978515625
433.29791259765625 450.45245361328125,70.0483627319336 623.1539916992188
390.0697326660156 488.13275146484375,99.62586975097656 593.1349487304688
276.2483825683594 271.5320129394531,261.31103515625 519.1248779296875
583.7922973632812 472.0615234375,293.33843994140625 724.44482421875
388.6417236328125 268.7530517578125,213.54771423339844 596.7826538085938
181.6782684326172 398.8674011230469,170.38658142089844 443.6865234375
357.64794921875 296.32830810546875,264.598388671875 533.9344482421875
260.581787109375 809.5502319335938,395.4378967285156 771.0492553710938
110.46088409423828 772.0032348632812,267.832275390625 736.9730224609375
436.99114990234375 336.08258056640625,234.67318725585938 570.9780883789062
23.088348388671875 414.162841796875,436.282958984375 127.38573455810547
