423.1858215332031 386.37213134765625,176.2344512939453 620.0136108398438
402.2144775390625 249.73426818847656,274.09124755859375 608.0977783203125
45.0308837890625 425.4990539550781,534.982666015625 551.7294921875
12.569426536560059 286.28143310546875,317.1535949707031 568.04052734375
450.8111877441406 463.8804626464844,385.84515380859375 749.6625366210938
292.1890869140625 258.29388427734375,234.67318725585938 570.9780883789062
594.3551635742188 481.0644836425781,461.7235107421875 154.96286010742188
257.58367919921875 794.0794067382812,392.3161315917969 757.6844482421875
29.65886116027832 469.769775390625,541.1588745117188 744.9161987304688
304.1080627441406 332.649658203125,216.07260131835938 556.5867919921875
167.03004455566406 351.751953125,49.392337799072266 427.21063232421875
245.6499481201172 527.79345703125,71.01921844482422 566.6430053710938
328.1748352050781 258.36724853515625,262.0269775390625 542.634033203125
10.991185188293457 288.39361572265625,23.426856994628906 268.60882568359375
363.61712646484375 332.14666748046875,453.02227783203125 510.28424072265625
170.69525146484375 426.6076354980469,70.0483627319336 623.1539916992188
354.8099060058594 390.76214599609375,129.23587036132812 585.135986328125
423.7685546875 354.9067687988281,67.05828857421875 16.383081436157227
431.9125061035156 796.7971801757812,533.7564697265625 762.0565795898438
233.6068878173828 440.3094787597656,114.2159423828125 150.2989044189453
410.5566101074219 292.32110595703125,245.92694091796875 563.1621704101562
577.5242309570312 437.48358154296875,533.4708251953125 755.896728515625
251.44140625 801.81982421875,389.4408874511719 765.7860107421875
374.2460632324219 336.4653015136719,274.8481750488281 573.8834228515625
44.158172607421875 780.9873046875,215.5707244873047 743.9380493164062
220.5023956298828 411.05023193359375,141.18577575683594 491.9653625488281
274.8326110839844 413.60272216796875,158.251708984375 511.5693664550781
328.1748352050781 258.36724853515625,262.0269775390625 542.634033203125
328.3082580566406 249.97854614257812,275.62969970703125 556.6682739257812
31.14099884033203 426.0864562988281,316.30511474609375 593.774169921875
450.6042785644531 444.0554504394531,23.426856994628906 268.60882568359375
252.14208984375 784.5357666015625,459.49993896484375 352.9342346191406
232.02032470703125 810.4169921875,481.43853759765625 119.01200866699219
36.15547561645508 469.9352722167969,316.30511474609375 593.774169921875
549.7116088867188 486.3818359375,158.7737274169922 778.5230102539062
452.182373046875 500.02398681640625,602.541748046875 551.1874389648438
363.61712646484375 332.14666748046875,476.4119567871094 490.8216552734375
56.754276275634766 421.6286315917969,543.5066528320312 559.533203125
297.7185363769531 302.1131591796875,262.3736877441406 614.7153930664062
441.9527282714844 763.1151123046875,51.990360260009766 429.0237731933594
601.4574584960938 468.6917419433594,231.91067504882812 155.32872009277344
355.99407958984375 327.7594299316406,246.26348876953125 603.1738891601562
453.0540466308594 414.56964111328125,70.0483627319336 623.1539916992188
437.8128356933594 767.8851928710938,114.5443115234375 621.1401977539062
402.6261291503906 196.02139282226562,78.38142395019531 382.9096374511719
433.1739196777344 265.05712890625,262.7674865722656 629.0953979492188
343.375244140625 474.7568054199219,110.07290649414062 558.5804443359375
35.35995101928711 483.8299255371094,233.37173461914062 341.69732666015625
465.103271484375 167.55960083007812,33.6906852722168 392.2522888183594
181.54290771484375 484.494384765625,104.07908630371094 439.3962097167969
397.0979919433594 336.4252014160156,275.6546630859375 543.298828125
342.3497314453125 303.2572326660156,139.15972900390625 356.4776306152344
343.9208984375 336.8587341308594,261.5030212402344 549.3428955078125
402.6261291503906 196.02139282226562,78.38142395019531 382.9096374511719
589.833984375 467.8672180175781,384.5196228027344 347.3133239746094
422.525390625 196.09747314453125,78.38142395019531 382.9096374511719
407.5654602050781 525.631591796875,218.06396484375 544.28857421875
427.4177551269531 310.3882141113281,231.43019104003906 623.1402587890625
412.70025634765625 328.40814208984375,261.177490234375 573.1783447265625
61.099937438964844 802.1123046875,470.7267761230469 495.48162841796875
407.5654602050781 525.631591796875,72.06639862060547 542.6873779296875
587.4825439453125 484.86529541015625,182.31219482421875 520.0121459960938
156.87501525878906 360.4996032714844,462.2889099121094 155.44003295898438
331.73748779296875 317.82708740234375,139.15972900390625 356.4776306152344
47.68424987792969 774.3719482421875,215.5707244873047 743.9380493164062
235.4755096435547 400.5220947265625,462.2889099121094 155.44003295898438
378.3478698730469 455.2709655761719,179.72842407226562 149.87937927246094
170.7805938720703 347.586181640625,114.2159423828125 150.2989044189453
286.85382080078125 279.618408203125,257.3797912597656 528.9459838867188
403.0351257324219 497.07159423828125,541.1588745117188 744.9161987304688
267.9878234863281 502.892822265625,90.2430648803711 503.10357666015625
429.9423522949219 374.2681579589844,118.09484100341797 472.3206787109375
424.4936218261719 328.2339782714844,261.5030212402344 549.3428955078125
16.11281967163086 365.3175354003906,462.2889099121094 155.44003295898438
260.347900390625 802.0217895507812,396.0515441894531 764.908203125
34.217288970947266 502.2475280761719,483.83050537109375 152.84303283691406
408.0456848144531 196.20831298828125,214.78302001953125 394.4139099121094
12.171187400817871 308.952880859375,61.83052062988281 109.89446258544922
39.78702926635742 417.69378662109375,131.08778381347656 373.2414855957031
290.49420166015625 528.7063598632812,238.1652069091797 618.8635864257812
548.0513305664062 477.6603088378906,355.50872802734375 155.0172882080078
417.19244384765625 196.13914489746094,214.78302001953125 394.4139099121094
439.73028564453125 478.8679504394531,105.60840606689453 630.6307373046875
362.1816101074219 483.8366394042969,134.9004669189453 402.6141052246094
359.59661865234375 393.3202819824219,170.311767578125 479.2553405761719
38.19435501098633 486.8268127441406,348.260009765625 152.16563415527344
188.38809204101562 567.0033569335938,70.22132873535156 500.23236083984375
201.24169921875 400.8480529785156,167.43939208984375 618.9273681640625
18.841808319091797 360.7420654296875,61.83052062988281 109.89446258544922
438.2489929199219 417.4949035644531,152.72727966308594 629.6329345703125
324.784912109375 259.5633850097656,244.5110321044922 609.4857177734375
289.0642395019531 499.74945068359375,155.02438354492188 772.3479614257812
30.54181671142578 420.6914978027344,22.639307022094727 49.796470642089844
428.1717224121094 413.47271728515625,118.35819244384766 37.19636535644531
438.5875244140625 472.3280944824219,110.60320281982422 630.2172241210938
450.6042785644531 444.0554504394531,23.426856994628906 268.60882568359375
335.4207458496094 390.4974365234375,102.67862701416016 626.1009521484375
19.85239601135254 374.4197998046875,507.3748474121094 146.07440185546875
376.8703918457031 277.904052734375,450.0528259277344 509.70263671875
399.7308044433594 293.4743957519531,243.02664184570312 605.510009765625
40.40489196777344 411.5144958496094,533.3169555664062 564.8442993164062
361.28106689453125 422.0017395019531,179.36228942871094 462.82403564453125
38.113765716552734 481.806884765625,305.97601318359375 572.5465087890625
171.06573486328125 404.3554382324219,361.9476013183594 124.1009750366211
454.56317138671875 370.61480712890625,317.1535949707031 568.04052734375
328.32958984375 522.8922729492188,274.0441589355469 514.26416015625
348.1654052734375 307.14666748046875,166.07032775878906 441.0818786621094
42.26613998413086 489.8306884765625,316.5528564453125 143.323974609375
554.4226684570312 437.35723876953125,322.8020935058594 782.0988159179688
121.07733917236328 804.4301147460938,27.46352767944336 322.0002136230469
406.9230041503906 280.56494140625,39.85527038574219 37.04372787475586
231.6036376953125 566.9270629882812,70.0483627319336 623.1539916992188
412.70025634765625 328.40814208984375,234.94427490234375 562.1973266601562
338.66937255859375 355.9149475097656,305.8238830566406 577.1079711914062
560.724365234375 484.9090270996094,156.69732666015625 774.798583984375
273.8731689453125 528.0884399414062,265.66162109375 590.8911743164062
328.3082580566406 249.97854614257812,350.8543395996094 596.8419189453125
409.5796203613281 307.1101379394531,354.4156799316406 521.683349609375
379.3193359375 443.1116027832031,173.1962890625 619.5921630859375
254.04049682617188 806.3270263671875,89.53076934814453 146.19923400878906
406.9230041503906 280.56494140625,39.85527038574219 37.04372787475586
97.32373809814453 772.356201171875,98.0784912109375 7.404684543609619
293.2550048828125 332.9429626464844,240.8575439453125 550.8632202148438
50.969600677490234 772.9961547851562,254.44390869140625 531.4730224609375
422.2662048339844 289.4372253417969,33.6906852722168 392.2522888183594
296.7043762207031 251.48728942871094,74.2334976196289 472.2989501953125
263.92535400390625 807.4556274414062,392.3161315917969 757.6844482421875
328.32958984375 522.8922729492188,274.0441589355469 514.26416015625
322.89862060546875 264.0216979980469,240.56619262695312 607.4017944335938
69.31050109863281 800.37744140625,466.5955505371094 513.005859375
50.969600677490234 772.9961547851562,26.861509323120117 133.1716766357422
178.36483764648438 423.3187255859375,245.1767120361328 342.5931396484375
7.277785778045654 395.5498046875,43.53571701049805 21.443971633911133
396.0513916015625 251.51185607910156,233.7934112548828 611.7606201171875
348.34735107421875 196.39601135253906,406.1322326660156 515.5342407226562
328.1080322265625 270.09820556640625,262.0269775390625 542.634033203125
432.8568420410156 373.4074401855469,200.1312713623047 769.0776977539062
554.4226684570312 437.35723876953125,322.8020935058594 782.0988159179688
66.51110076904297 797.1683349609375,98.0784912109375 7.404684543609619
208.57644653320312 507.9522399902344,86.28157806396484 457.8084411621094
230.860595703125 506.5804748535156,61.6518669128418 351.25689697265625
346.4905700683594 414.70892333984375,514.0866088867188 482.0044860839844
351.10064697265625 292.3897399902344,269.6065673828125 561.47802734375
401.931884765625 258.1213684082031,234.94427490234375 562.1973266601562
119.87541198730469 808.3414306640625,602.541748046875 551.1874389648438
374.1324157714844 403.6885681152344,348.36077880859375 157.8851776123047
389.1086730957031 263.5110168457031,268.47900390625 515.6213989257812
351.373779296875 526.028076171875,71.61551666259766 579.1341552734375
350.715087890625 473.0423889160156,115.1796875 114.40849304199219
24.85112190246582 410.9542236328125,61.83052062988281 109.89446258544922
347.2528381347656 454.00250244140625,105.71673583984375 384.81097412109375
72.16638946533203 440.8635559082031,519.3968505859375 568.1626586914062
402.2144775390625 249.73426818847656,274.09124755859375 608.0977783203125
450.7435607910156 574.2926635742188,43.53571701049805 21.443971633911133
427.9958801269531 263.2436218261719,461.2597351074219 514.1685180664062
427.92108154296875 310.3353271484375,231.43019104003906 623.1402587890625
259.570068359375 526.583984375,71.69998931884766 491.9068908691406
217.98915100097656 488.1363525390625,397.1311950683594 541.3262329101562
325.49981689453125 294.7204895019531,350.8543395996094 596.8419189453125
434.1194763183594 482.2066650390625,135.17555236816406 535.9016723632812
432.12744140625 299.7279968261719,268.47900390625 515.6213989257812
237.79676818847656 441.6957092285156,104.10336303710938 150.3466033935547
325.49981689453125 294.7204895019531,350.8543395996094 596.8419189453125
52.087120056152344 419.6549987792969,451.4632568359375 475.2549743652344
261.22613525390625 809.7881469726562,389.4408874511719 765.7860107421875
428.25762939453125 261.3395080566406,35.5362663269043 31.69086456298828
108.78787231445312 319.3944091796875,348.36077880859375 157.8851776123047
289.1069030761719 317.6104431152344,190.92672729492188 484.8944396972656
577.4238891601562 473.4749755859375,70.26573181152344 475.6002502441406
36.40909957885742 498.6752624511719,72.97540283203125 90.1557388305664
91.60697174072266 790.7705688476562,326.42779541015625 110.0830307006836
369.16705322265625 434.2293395996094,313.5666198730469 783.0807495117188
78.3060302734375 769.8193969726562,241.01754760742188 733.4373779296875
394.7248840332031 330.3783874511719,218.86802673339844 515.5221557617188
575.7139892578125 446.2844543457031,96.49526977539062 530.8532104492188
347.0962219238281 445.5168151855469,173.1962890625 619.5921630859375
171.15847778320312 433.7730712890625,348.36077880859375 157.8851776123047
374.7004699707031 328.89862060546875,244.17132568359375 612.8502807617188
439.9698791503906 371.1125793457031,444.6737365722656 413.7361755371094
409.7494812011719 488.9679260253906,328.5335388183594 444.4779357910156
358.9246826171875 333.97845458984375,217.4229278564453 575.6200561523438
168.74163818359375 378.9610595703125,23.426856994628906 268.60882568359375
377.25396728515625 521.618896484375,68.99826049804688 581.1858520507812
387.8638000488281 443.3033752441406,70.0483627319336 623.1539916992188
233.0281524658203 517.7175903320312,603.0491943359375 668.9134521484375
218.39910888671875 389.4244079589844,154.82569885253906 598.798095703125
77.59191131591797 792.311767578125,198.10191345214844 481.63995361328125
281.5367431640625 260.0779724121094,268.47900390625 515.6213989257812
61.099937438964844 802.1123046875,492.3101806640625 564.412353515625
394.7248840332031 330.3783874511719,218.86802673339844 515.5221557617188
204.07630920410156 392.86895751953125,355.50872802734375 155.0172882080078
314.2898254394531 103.62902069091797,348.36077880859375 157.8851776123047
328.3082580566406 249.97854614257812,275.62969970703125 556.6682739257812
191.40480041503906 433.466552734375,119.85888671875 138.10589599609375
259.877197265625 791.080078125,389.4408874511719 765.7860107421875
431.4198303222656 268.501953125,273.005859375 546.0771484375
441.3460998535156 421.9435729980469,385.84515380859375 749.6625366210938
446.7610778808594 410.1111755371094,181.4921875 147.52590942382812
180.736083984375 359.9498596191406,368.19903564453125 561.2044677734375
450.2789306640625 774.5418701171875,401.52911376953125 149.1040496826172
60.108638763427734 441.6091003417969,540.5929565429688 509.69134521484375
577.4238891601562 473.4749755859375,21.738479614257812 37.41499710083008
270.9226379394531 303.3265075683594,438.99078369140625 401.5733642578125
229.99169921875 460.1223449707031,127.50404357910156 496.6566162109375
81.94326782226562 803.851806640625,94.29004669189453 92.40541076660156
211.15478515625 527.9299926757812,119.63877868652344 596.2047729492188
253.22584533691406 397.4304504394531,165.970947265625 499.50762939453125
433.29791259765625 450.45245361328125,424.8280944824219 154.6449737548828
184.69271850585938 464.0929870605469,121.0939712524414 442.19390869140625
362.5365295410156 331.577392578125,266.1333312988281 578.8040161132812
423.4102478027344 257.7558288574219,244.63919067382812 623.5161743164062
436.70501708984375 328.0692443847656,261.5030212402344 549.3428955078125
451.42498779296875 493.6727600097656,602.541748046875 551.1874389648438
417.19244384765625 196.13914489746094,205.6780242919922 399.6021423339844
467.7533874511719 354.65679931640625,301.72369384765625 779.3990478515625
280.0893859863281 299.5874938964844,368.6373291015625 531.9503173828125
211.15478515625 527.9299926757812,240.8575439453125 550.8632202148438
397.3786315917969 328.3291931152344,262.0269775390625 542.634033203125
88.16249084472656 794.96875,602.541748046875 551.1874389648438
384.9658508300781 461.1571350097656,311.5575866699219 129.8998565673828
387.2528381347656 280.892822265625,450.0528259277344 509.70263671875
449.61279296875 570.88037109375,428.3012390136719 159.154052734375
81.80072021484375 792.8327026367188,197.3473663330078 501.56573486328125
64.11503601074219 407.12750244140625,486.7796325683594 553.1090698242188
111.00371551513672 786.5164184570312,283.55950927734375 434.4763488769531
276.98699951171875 525.182373046875,220.06072998046875 573.6419067382812
111.00371551513672 786.5164184570312,197.9610137939453 635.1942749023438
212.0415802001953 447.20458984375,151.66326904296875 638.0996704101562
256.9840087890625 403.4849853515625,355.50872802734375 155.0172882080078
452.6498718261719 776.1590576171875,465.2711181640625 123.44474029541016
265.5589294433594 791.5450439453125,35.5113525390625 364.6081848144531
408.0456848144531 196.20831298828125,540.5929565429688 509.69134521484375
195.76739501953125 465.7218933105469,43.26518249511719 414.1407165527344
421.0992126464844 395.1608581542969,417.40301513671875 144.41964721679688
237.7073974609375 420.21221923828125,153.42279052734375 484.5953369140625
165.53292846679688 362.4810791015625,602.541748046875 551.1874389648438
410.0404357910156 333.88323974609375,42.20357131958008 69.92416381835938
441.3460998535156 421.9435729980469,352.0971984863281 148.44454956054688
366.0151062011719 444.0039978027344,173.1962890625 619.5921630859375
240.4639129638672 528.2175903320312,22.300687789916992 54.059688568115234
396.3407287597656 276.4613342285156,254.58474731445312 553.8435668945312
417.13995361328125 399.8307189941406,73.29661560058594 305.7069091796875
441.5811462402344 481.9234619140625,115.95345306396484 599.6866455078125
386.6037902832031 463.4522399902344,539.6605224609375 153.38819885253906
369.910888671875 398.04461669921875,176.2344512939453 620.0136108398438
604.29150390625 490.25347900390625,157.27427673339844 333.7567443847656
374.34930419921875 332.621826171875,434.8410949707031 418.1225280761719
402.5314636230469 198.32595825195312,406.1322326660156 515.5342407226562
371.8179016113281 330.337890625,222.0772705078125 624.1641845703125
213.56723022460938 398.9493103027344,216.94088745117188 521.6236572265625
279.3101806640625 527.6604614257812,218.86802673339844 515.5221557617188
278.43701171875 296.3245849609375,256.3999328613281 560.56103515625
409.7494812011719 488.9679260253906,89.9547348022461 368.4528503417969
399.7463684082031 329.7976379394531,36.32574462890625 64.2080307006836
378.6947937011719 525.2957763671875,218.06396484375 544.28857421875
49.746402740478516 781.0208129882812,496.9333801269531 549.3245239257812
374.34930419921875 332.621826171875,263.925537109375 612.2855224609375
279.9108581542969 423.8290100097656,464.2851867675781 364.47955322265625
319.8901672363281 487.7381286621094,435.64080810546875 159.3805389404297
450.2789306640625 774.5418701171875,401.52911376953125 149.1040496826172
330.46978759765625 416.7745361328125,110.60320281982422 630.2172241210938
49.746402740478516 781.0208129882812,496.9333801269531 549.3245239257812
451.6089782714844 356.82061767578125,36.52534866333008 423.86553955078125
218.39910888671875 389.4244079589844,291.1690368652344 809.9035034179688
350.5002136230469 414.82855224609375,170.311767578125 479.2553405761719
384.0678405761719 443.07470703125,435.64080810546875 159.3805389404297
374.8612060546875 481.5556640625,189.84518432617188 555.2353515625
218.56422424316406 440.2191162109375,134.9004669189453 402.6141052246094
251.3656005859375 799.3795166015625,40.33559799194336 357.1700134277344
184.69271850585938 464.0929870605469,121.0939712524414 442.19390869140625
283.7312316894531 254.46084594726562,213.54771423339844 596.7826538085938
351.373779296875 526.028076171875,378.4143981933594 598.3489990234375
545.9070434570312 451.9149475097656,377.3750915527344 525.5465087890625
382.1565246582031 472.3638610839844,96.33387756347656 590.9082641601562
169.3361053466797 454.0235595703125,342.5794677734375 336.9953918457031
332.5016784667969 276.972900390625,147.29981994628906 156.5601043701172
323.89031982421875 305.94525146484375,241.85145568847656 615.5006713867188
573.9293823242188 482.0843505859375,31.1475830078125 14.908035278320312
421.0992126464844 395.1608581542969,401.52911376953125 149.1040496826172
190.45704650878906 471.5270690917969,114.20065307617188 132.65884399414062
105.9170913696289 803.5540771484375,100.27635192871094 588.027099609375
14.090356826782227 289.04254150390625,287.82720947265625 784.447265625
252.68980407714844 393.7227478027344,43.26518249511719 414.1407165527344
256.0857238769531 809.5469360351562,35.5113525390625 364.6081848144531
99.01277923583984 803.4661865234375,53.56450271606445 261.6451416015625
451.42498779296875 493.6727600097656,189.84518432617188 555.2353515625
258.955322265625 406.619140625,228.1197509765625 516.3952026367188
58.12845993041992 410.41082763671875,214.78302001953125 394.4139099121094
83.9464111328125 398.8956298828125,519.58837890625 511.7978515625
229.74864196777344 501.9437255859375,99.62586975097656 593.1349487304688
382.725341796875 459.10986328125,91.2520523071289 43.80891036987305
430.0020751953125 500.5018310546875,244.31842041015625 423.593017578125
332.97454833984375 379.98651123046875,104.12446594238281 451.8987731933594
107.39503479003906 774.068603515625,267.832275390625 736.9730224609375
206.1435089111328 639.0455322265625,246.84255981445312 332.2726745605469
126.3982162475586 773.268798828125,229.7713623046875 411.0121154785156
278.43701171875 296.3245849609375,256.3999328613281 560.56103515625
81.94326782226562 803.851806640625,146.25416564941406 537.8109741210938
422.525390625 196.09747314453125,406.1322326660156 515.5342407226562
334.25244140625 332.4283447265625,215.55075073242188 619.6668701171875
55.65180969238281 414.3338928222656,446.5814514160156 577.5324096679688
402.5314636230469 198.32595825195312,406.1322326660156 515.5342407226562
191.7300567626953 563.8604125976562,215.55075073242188 619.6668701171875
579.5801391601562 466.537109375,437.30792236328125 601.5653076171875
278.0386962890625 541.3533935546875,219.37171936035156 360.9307556152344
45.0308837890625 425.4990539550781,507.8343200683594 568.0567626953125
579.5801391601562 466.537109375,350.8543395996094 596.8419189453125
205.5504913330078 527.662353515625,127.55097961425781 364.8052978515625
113.73965454101562 801.38427734375,45.37907409667969 424.1301574707031
344.9208984375 523.3516235351562,260.98370361328125 561.2291259765625
218.56422424316406 440.2191162109375,134.9004669189453 402.6141052246094
337.6298828125 454.0205383300781,440.1477966308594 135.23324584960938
318.020263671875 329.2241516113281,246.913330078125 569.4515380859375
455.87908935546875 195.7523651123047,48.77387619018555 483.29541015625
64.11503601074219 407.12750244140625,429.2735900878906 504.7131652832031
401.5033874511719 308.32757568359375,234.8128204345703 538.0977172851562
293.35980224609375 528.639404296875,127.55097961425781 364.8052978515625
401.5033874511719 308.32757568359375,95.79496765136719 416.6644287109375
329.51617431640625 464.8420104980469,83.8550033569336 20.17409896850586
239.36044311523438 507.8481140136719,287.82720947265625 784.447265625
211.15478515625 527.9299926757812,23.6364688873291 75.19058990478516
43.2669563293457 407.97125244140625,523.5073852539062 507.6160583496094
355.8739929199219 419.9619445800781,444.6737365722656 413.7361755371094
587.2560424804688 478.9309387207031,399.5644836425781 460.44866943359375
171.66746520996094 396.279052734375,424.8280944824219 154.6449737548828
377.25396728515625 521.618896484375,127.55097961425781 364.8052978515625
92.57855987548828 772.2056274414062,462.5257568359375 509.55047607421875
208.93563842773438 426.4132995605469,386.44842529296875 140.59573364257812
338.0820007324219 417.0790100097656,157.8803253173828 577.613037109375
171.55401611328125 375.90704345703125,162.15162658691406 548.3187255859375
391.31732177734375 295.385986328125,222.0772705078125 624.1641845703125
177.60333251953125 485.66632080078125,45.057430267333984 52.64551544189453
77.2508773803711 800.7348022460938,456.0472106933594 515.1734008789062
257.3460693359375 528.9132690429688,43.26518249511719 414.1407165527344
330.8258056640625 406.3416442871094,468.42828369140625 142.55215454101562
58.69766616821289 445.4151916503906,485.9543151855469 539.6141357421875
337.2272033691406 460.72314453125,105.88455963134766 153.10321044921875
172.2520294189453 442.4989013671875,134.9004669189453 402.6141052246094
305.0597839355469 493.6125793457031,127.55097961425781 364.8052978515625
333.4638366699219 484.2147521972656,86.48397827148438 476.4524841308594
450.03619384765625 379.17059326171875,158.9181365966797 439.007080078125
587.3416137695312 447.1272277832031,326.42779541015625 110.0830307006836
214.19593811035156 508.4537658691406,71.22344970703125 583.8406372070312
65.44216918945312 438.4083557128906,396.279052734375 482.1647644042969
249.32992553710938 384.90545654296875,167.43939208984375 618.9273681640625
276.1734619140625 254.9638214111328,132.2748565673828 363.90240478515625
532.2548828125 464.2833251953125,124.9657974243164 548.06396484375
399.7308044433594 293.4743957519531,241.85145568847656 615.5006713867188
382.5491027832031 474.9101867675781,388.77703857421875 120.04224395751953
289.2436828613281 335.9790344238281,88.08340454101562 440.6147155761719
387.295654296875 500.5435791015625,140.29293823242188 404.3533935546875
293.2550048828125 332.9429626464844,240.8575439453125 550.8632202148438
44.06349182128906 493.5387268066406,399.24530029296875 478.5124816894531
411.90850830078125 486.5683898925781,69.4615478515625 267.45343017578125
433.1739196777344 265.05712890625,354.4156799316406 521.683349609375
257.3460693359375 528.9132690429688,43.26518249511719 414.1407165527344
84.0174560546875 776.0934448242188,523.1384887695312 595.0646362304688
399.458984375 253.96788024902344,253.12124633789062 621.8381958007812
235.05860900878906 384.41522216796875,158.54403686523438 623.236328125
321.9414367675781 257.64892578125,166.79403686523438 553.1771240234375
311.2729797363281 460.9848327636719,98.46332550048828 512.1076049804688
355.6559143066406 490.4809265136719,437.5641174316406 425.1383056640625
347.2528381347656 454.00250244140625,165.27955627441406 454.12225341796875
387.43133544921875 197.11830139160156,394.04833984375 498.42852783203125
316.99700927734375 464.4247131347656,233.37173461914062 341.69732666015625
253.56520080566406 426.6966857910156,43.26518249511719 414.1407165527344
342.8050537109375 481.3152770996094,200.1312713623047 769.0776977539062
240.4639129638672 528.2175903320312,71.61551666259766 579.1341552734375
42.730873107910156 416.96319580078125,441.58203125 488.03045654296875
180.34906005859375 497.8948059082031,241.85145568847656 615.5006713867188
63.546451568603516 792.9572143554688,275.2856140136719 760.9369506835938
282.8481140136719 502.7323303222656,92.91458129882812 511.261474609375
353.69451904296875 421.68304443359375,74.2334976196289 472.2989501953125
281.8367004394531 451.19622802734375,125.16671752929688 585.8563232421875
577.965087890625 469.66534423828125,41.99850082397461 73.7768325805664
340.1934509277344 475.4220275878906,170.311767578125 479.2553405761719
371.49945068359375 336.608154296875,462.58526611328125 465.3114318847656
253.56520080566406 426.6966857910156,190.46388244628906 451.68939208984375
446.31280517578125 360.3022155761719,25.06146240234375 412.674560546875
251.06805419921875 450.2691650390625,88.10508728027344 65.71544647216797
52.3493766784668 800.8699340820312,444.9102478027344 485.0049133300781
187.3893280029297 455.1097717285156,127.65482330322266 444.4668273925781
204.55047607421875 408.6248474121094,162.72604370117188 460.4680480957031
386.0115661621094 457.8948059082031,498.63702392578125 146.48806762695312
588.3458862304688 460.267333984375,400.24652099609375 758.6842651367188
214.19593811035156 508.4537658691406,71.22344970703125 583.8406372070312
386.0115661621094 457.8948059082031,498.63702392578125 146.48806762695312
298.0514221191406 797.38330078125,180.32496643066406 479.2811279296875
439.73028564453125 478.8679504394531,45.69443893432617 32.31157302856445
347.447265625 420.90069580078125,332.4733581542969 436.1343688964844
384.9658508300781 461.1571350097656,409.518310546875 146.40296936035156
348.6767272949219 479.91033935546875,71.69998931884766 491.9068908691406
377.16339111328125 480.48870849609375,117.77651977539062 417.9078063964844
38.3336181640625 409.4595031738281,532.8099975585938 549.0551147460938
276.23687744140625 258.74798583984375,84.49755096435547 430.1136169433594
61.099937438964844 802.1123046875,466.5955505371094 513.005859375
119.9779281616211 800.4862060546875,194.13714599609375 582.986572265625
266.3380126953125 809.7079467773438,95.91765594482422 337.0604248046875
191.5821533203125 475.6239929199219,111.15629577636719 441.35809326171875
190.9836883544922 430.91802978515625,198.34356689453125 461.64373779296875
396.0513916015625 251.51185607910156,275.6546630859375 543.298828125
201.16929626464844 444.6322326660156,360.4933776855469 153.8004913330078
43.2669563293457 407.97125244140625,192.01348876953125 421.2344055175781
306.2603759765625 296.42681884765625,266.64239501953125 585.2623901367188
218.12637329101562 404.3391418457031,353.4945983886719 123.92194366455078
281.5367431640625 260.0779724121094,268.47900390625 515.6213989257812
417.6247253417969 487.1688232421875,71.69998931884766 491.9068908691406
384.1394348144531 446.30731201171875,134.9004669189453 402.6141052246094
58.79542922973633 454.37884521484375,508.97088623046875 605.112548828125
336.78350830078125 474.03759765625,336.569580078125 651.2376708984375
39.852684020996094 503.0107727050781,471.3896484375 134.21116638183594
353.8595275878906 486.71075439453125,368.6373291015625 531.9503173828125
271.7503662109375 407.8325500488281,132.24755859375 155.84457397460938
84.4512939453125 798.6700439453125,445.4061584472656 442.50518798828125
249.47821044921875 440.32696533203125,174.54598999023438 383.17694091796875
464.16033935546875 359.4966735839844,179.36228942871094 462.82403564453125
334.16448974609375 455.0509948730469,126.90328216552734 632.117919921875
237.79676818847656 441.6957092285156,229.7713623046875 411.0121154785156
172.2279510498047 472.8620910644531,329.39495849609375 113.3852767944336
428.25762939453125 261.3395080566406,215.03509521484375 604.9707641601562
171.55401611328125 375.90704345703125,90.2430648803711 503.10357666015625
293.2550048828125 332.9429626464844,243.87603759765625 591.4895629882812
400.3529357910156 326.1546630859375,183.50852966308594 450.41510009765625
432.1113586425781 196.8358917236328,118.02256774902344 575.2843627929688
247.48150634765625 395.6572265625,482.8130798339844 147.84121704101562
177.4079132080078 491.64337158203125,35.273170471191406 322.05560302734375
251.06805419921875 450.2691650390625,88.10508728027344 65.71544647216797
195.8434600830078 468.660400390625,107.63151550292969 441.1995544433594
317.42034912109375 526.839599609375,215.55075073242188 619.6668701171875
383.070556640625 465.3005676269531,180.32496643066406 479.2811279296875
246.9828643798828 525.425537109375,275.2856140136719 760.9369506835938
383.070556640625 465.3005676269531,125.16671752929688 585.8563232421875
491.46527099609375 503.8539123535156,76.16104888916016 256.8552551269531
430.0020751953125 500.5018310546875,413.035888671875 146.0067596435547
298.0514221191406 797.38330078125,397.93133544921875 468.25775146484375
41.522926330566406 796.09619140625,103.12371826171875 588.2432861328125
264.1251525878906 404.1975402832031,111.61983489990234 374.8670654296875
40.633548736572266 426.6700744628906,116.06229400634766 54.54403305053711
405.51422119140625 305.1655578613281,78.7625732421875 138.02767944335938
95.33494567871094 785.9142456054688,116.06229400634766 54.54403305053711
366.0151062011719 444.0039978027344,173.1962890625 619.5921630859375
171.37034606933594 496.5816345214844,533.3052978515625 140.166748046875
447.0426940917969 573.355712890625,101.84228515625 474.29095458984375
289.5389099121094 336.3454895019531,261.5030212402344 549.3428955078125
408.1025695800781 360.4583435058594,197.59571838378906 615.0367431640625
